district,urban_rural,deaths,injured,serious_injuries,attacker_deaths,attacker_injured,casualty_asof,casualty_note,involves_children,victim_relation,age,sex,occupation,motive_summary,mental_health,prior_violence,warning_signals,intervention,outcome,judgment_date,execution_date,last_source_date,notes,deaths_lower_bound,injured_lower_bound,motive_tags,motive_basis,evidence_level,official_occurrence,official_classification,classification_evidence,id,date,date_precision,title,province,city,scene,method,category,classification_reason,source_ids,field_sources,reported_date,review_year,dating_note,review_batch,injured_reported,series_id,additional_collision_injured,response_injured,event_total_injured_reported,motive_attribution,date_time,continuous_attack,motive_themes,verification_gaps,social_source_urls,year,month,quarter,category_label,official,same_period,motive_known,deaths_min,injured_min,classification_evidence_basis,demographics_asof,demographics_basis,driver_deaths
丰润,,,,,,,2019-03-14,,True,,54,男,,,,,,,报道引述警方称嫌疑人已控制。,,,2019-03-14,12月开庭存在二手汇编线索，尚未取得原法院公告，未记录判决。,,,[],未知,单一媒体,False,False,媒体调查／研究推断,A022,2019-03-14,day,唐山丰润光华道小学周边伤害学生,河北,唐山,校园及周边,持械,pending,本轮仅获取媒体对通报的转述及网传人数，随机性和完整伤亡需再核，不把17人作为确数。,"[""AS026""]","{""date"": [""AS026""], ""location"": [""AS026""], ""casualties"": [""AS026""], ""classification"": [""AS026""], ""motive"": [], ""outcome"": [""AS026""]}",,,,,受伤学生人数未由已核对官方材料明确；网传17人不采入精确字段。,,,,,,,,[],,,2019,2019-03,2019-Q1,待核实,False,True,False,0,0,,,,
枣阳,,6,8,,1,,2019-03-22,官方6名受害人死亡（5成人1未成年）、8伤（含妻女），另嫌疑人1死。部分转述7死7伤将嫌疑人或初报混入，不采。,True,妻女及无关行人,44,男,餐馆店主,,邻居声称有精神病史，警方当时仍在调查；非鉴定结论。,,,民警将持续行凶者击毙。,嫌疑人现场死亡。,,,2019-03-22,,,,[],未知,官方转载,True,True,官方事实直接支持；市政府通报明确先伤害妻女，随后驾车冲撞街道行人，特定家属目标到其他公众的过程明确。,A023,2019-03-22,day,枣阳姚岗社区驾车冲撞行人,湖北,襄阳,街道交通,复合,expanded,先伤害妻女，随后驾车攻击街道无关行人。,"[""AS027""]","{""date"": [""AS027""], ""location"": [""AS027""], ""casualties"": [""AS027""], ""classification"": [""AS027""], ""motive"": [], ""outcome"": [""AS027""]}",,,,,,,,,,,,,[],,,2019,2019-03,2019-Q1,纠纷扩大,True,True,False,6,8,,,,
宁远,,2,2,,,,2020-01-13,另有检方资料细分1重伤1轻伤，但本记录仅保留已打开来源支持的2伤。,True,无关在校学生,31,男,,,司法材料记载精神分裂症现症期，限制刑事责任能力；不将诊断自动编码为动机。,,此前多轮检查已指出门卫和出入管理问题，未有效整改。,,袭击者被捕；所检得判决为校长与门卫责任案，不能作为袭击者终审判决。,,,2020-01-13,,,,[],未知,官方转载,True,True,官方事实直接支持；司法材料披露产生杀害儿童想法后进入小学持续攻击学生，支持面向儿童群体的主动袭击；依据为法院描述的目标形成和行为过程，不只依据死伤人数。,A024,2019-04-03,day,宁远柏家坪完小持刀袭击学生,湖南,永州,校园及周边,持械,core,司法材料描述袭击者产生杀害儿童想法后进入小学攻击无关学生。,"[""AS028""]","{""date"": [""AS028""], ""location"": [""AS028""], ""casualties"": [""AS028""], ""classification"": [""AS028""], ""motive"": [], ""outcome"": [""AS028""]}",,,,,,,,,,,,,[],,,2019,2019-04,2019-Q2,核心,True,True,False,2,2,,,,
,,1,1,0,,,2020-04-17,1名受害人死亡、另1名轻微伤；行为人自焚伤情未给数值。,,随机选择的独行女性,,男,馒头店经营者,经营受查、赌博损失、婚姻破裂等个人挫折后报复社会。,,,,警方追捕并抓获。,故意杀人罪死刑、放火罪4年，决定执行死刑；执行未核实。,2020-04-10,,2020-04-17,,,,"[""经济损失"", ""婚姻矛盾"", ""报复社会""]",法院认定,官方转载,True,True,官方事实直接支持；法院明确为报复社会连续寻找独行女性袭击，实际被害人与个人经营及婚姻问题无关。,A025,2019-04-30,day,厦门彭某随机袭击女子及纵火,福建,厦门,街道交通,复合,core,法院明确以杀人报复社会为目的，连续寻找独行女性袭击，与其经营及家庭问题无关。,"[""AS029""]","{""date"": [""AS029""], ""location"": [""AS029""], ""casualties"": [""AS029""], ""classification"": [""AS029""], ""motive"": [""AS029""], ""outcome"": [""AS029""]}",,,,,,,,,,,,,"[""婚姻／家庭／感情问题"", ""泄愤／转移报复"", ""经济／工作／财产纠纷""]",,,2019,2019-04,2019-Q2,核心,True,True,True,1,1,,,,
南山,,3,8,1,,,2019-12-24,1重伤5轻伤2轻微伤，法院精确8伤。,,,,男,,,确诊癫痫，属于神经系统疾病，不能作精神疾病动机。,,既往确诊及交通意外后仍驾驶。,,有期徒刑13年。,2019-12-23,,2019-12-24,,,,[],未知,官方转载,True,False,媒体调查／研究推断,A044,2019-05-16,day,深圳驾驶人癫痫发作车辆失控（排除）,广东,深圳,街道交通,驾车,excluded,法院明确疾病发作导致失控，虽罪名为危害公共安全且属间接故意，仍无主动随机攻击意图。,"[""AS048""]","{""date"": [""AS048""], ""location"": [""AS048""], ""casualties"": [""AS048""], ""classification"": [""AS048""], ""motive"": [], ""outcome"": [""AS048""]}",,,,,,,,,,,,,[],,,2019,2019-05,2019-Q2,排除,False,True,False,3,8,,,,
红谷滩,,1,0,,,,2020-06-04,,,陌生行人,,男,,,双相情感障碍缓解期，完全刑事责任能力。,,,警方寻找过程中主动投案。,二审维持死刑；未检出执行公告。,2020-06-04,,2020-06-04,不将未经本来源证实的赌博或就业传闻作为动机。,,,[],未知,官方转载,True,True,官方事实直接支持；法院查明尾随陌生女性后选择一人袭击，陌生目标关系直接披露。,A026,2019-05-24,day,南昌红谷滩随机杀害行人,江西,南昌,街道交通,持械,core,法院查明尾随经过的陌生女性并选择一人袭击。,"[""AS030""]","{""date"": [""AS030""], ""location"": [""AS030""], ""casualties"": [""AS030""], ""classification"": [""AS030""], ""motive"": [], ""outcome"": [""AS030""]}",,,,,,,,,,,,,[],,,2019,2019-05,2019-Q2,核心,True,True,False,1,0,,,,
,,0,8,,,,2019-06-21,2人在ICU是临床观察，不自动记为2名司法重伤。,True,同班学生，含劝阻者,16,男,学生,,教师称正在进行精神鉴定；结果未知，不记为确诊。,,,警方与学校工作人员当场制服。,被控制，后续司法结果未知。,,,2019-06-21,,,,[],未知,官方转载,True,False,媒体调查／研究推断,A048,2019-06-21,day,天门华泰中学早自习持刀伤人,湖北,天门,校园及周边,持械,pending,同班多人被伤且有劝阻者受伤，但未披露初始关系、纠纷或目标选择，随机性不明。,"[""AS052""]","{""date"": [""AS052""], ""location"": [""AS052""], ""casualties"": [""AS052""], ""classification"": [""AS052""], ""motive"": [], ""outcome"": [""AS052""]}",,,,,,,,,,,,,[],,,2019,2019-06,2019-Q2,待核实,False,True,False,0,8,,,,
南岸,,1,,,,,2019-08-06,,,无关路人,18,男,,寻找前女友未果后迁怒无关者，具体心理原因未披露。,,,,,被抓获；未找到后续裁判。,,,2019-08-06,,,,"[""感情纠纷"", ""转移报复""]",警方初步通报,官方转载,True,True,官方事实直接支持；警方通报明确寻找前女友未果后刺死小区车库无关女子，原纠纷对象与实际受害者不同。,A027,2019-07-31,day,重庆南岸小区车库杀害无辜路人,重庆,重庆,社区住宅,持械,core,未找到前女友后转向与纠纷无关的过路女子。,"[""AS031""]","{""date"": [""AS031""], ""location"": [""AS031""], ""casualties"": [""AS031""], ""classification"": [""AS031""], ""motive"": [""AS031""], ""outcome"": [""AS031""]}",,,,,,,,,,,,,"[""婚姻／家庭／感情问题"", ""泄愤／转移报复""]",,,2019,2019-07,2019-Q3,核心,True,True,True,1,0,,,,
恩施市,,8,2,,,,2019-12-27,,True,在校学生,40,男,,,,,,,死刑并已执行。,2019-11-04,2019-12-27,2019-12-27,动机、精神状态未在所用法院材料明确，留空。,,,[],未知,官方转载,True,False,官方确认发生；随机性／扩大关系含研究解释；法院布告确认故意杀人及8名学生死亡、2人受伤，但未披露被害关系和选择机制；初报中的校园群体袭击及未发现私人纠纷不能单独算官方明确支持随机性。,A028,2019-09-02,day,恩施朝阳坡小学袭击,湖北,恩施州,校园及周边,持械,core,法院确认对在校学生实施故意杀人，初始警方报道描述进入学校持刀攻击儿童群体；尚无针对既有私人纠纷对象的证据。,"[""AS032"", ""AS056""]","{""date"": [""AS032""], ""location"": [""AS032""], ""casualties"": [""AS032""], ""classification"": [""AS032""], ""motive"": [], ""outcome"": [""AS032""], ""method"": [""AS056""]}",,,,,,,,,,,,,[],,,2019,2019-09,2019-Q3,核心,False,True,False,8,2,,,,
开远,,0,54,,,,2019-11-12,51幼儿、3教师共54伤；2人重度症状为临床表述，司法重伤数留空。,True,幼儿及教师,23,男,无业,警方转述嫌疑人供述：成长及工作生活不顺，产生悲观和报复社会心理。,,,,警方当日下午抓获。,被控制；未检出判决。,,,2019-11-12,,,,"[""生活挫折"", ""报复社会""]",警方初步通报,官方转载,True,True,官方事实直接支持；警方通报供述生活不顺后报复社会，向幼儿园师生喷洒腐蚀性液体，公开目标和行为明确。,A029,2019-11-11,day,云南开远东城幼儿园腐蚀性液体袭击,云南,红河州,校园及周边,其他,core,警方明确报复社会而向无关幼儿与教师喷洒腐蚀性液体。,"[""AS033""]","{""date"": [""AS033""], ""location"": [""AS033""], ""casualties"": [""AS033""], ""classification"": [""AS033""], ""motive"": [""AS033""], ""outcome"": [""AS033""]}",,,,,,,,,,,,,"[""泄愤／转移报复"", ""生活受挫／疏离／厌世""]",,,2019,2019-11,2019-Q4,核心,True,False,True,0,54,,,,
丰台,,2,7,,,,2019-12-06,,,,57,男,,,,,,,被警方拦截控制；未检出裁判。,,,2019-12-06,,,,[],未知,官方转载,True,False,媒体调查／研究推断,A030,2019-12-06,day,北京马家堡被盗车辆冲撞,北京,北京,街道交通,驾车,pending,通报确认盗车及沿途碰撞，未明确撞人故意还是逃离中的肇事，随机主动袭击证据不足。,"[""AS034""]","{""date"": [""AS034""], ""location"": [""AS034""], ""casualties"": [""AS034""], ""classification"": [""AS034""], ""motive"": [], ""outcome"": [""AS034""]}",,,,,,,,,,,,,[],,,2019,2019-12,2019-Q4,待核实,False,False,False,2,7,,,,
静安,,0,,,,1,2019-12-25,枪伤处置受害者独列response_injured=2，injured留空；不得计作2名刀伤。,,,,男,,,,,邻居称当日下午持物比划并报警；属于报道中的目击陈述。,民警劝阻后开枪制服。,持刀者和两名路人送医；其中一路人仍在ICU。,,,2019-12-25,部分汇编案发日写12月19日，本调查报道明确12月15日。,,,[],未知,单一媒体,False,False,媒体调查／研究推断,A031,2019-12-15,day,上海静安持刀警情与警方开枪处置,上海,上海,街道交通,持械,pending,有持刀逼近他人的报道，但2名路人伤情来自警方枪弹；不能把此数作为嫌疑人随机砍伤人数。,"[""AS035""]","{""date"": [""AS035""], ""location"": [""AS035""], ""casualties"": [""AS035""], ""classification"": [""AS035""], ""motive"": [], ""outcome"": [""AS035""]}",,,,,2名路人为警方枪弹所伤；直接遭刀伤人数未获证实。,,,2,,,,,[],,,2019,2019-12,2019-Q4,待核实,False,False,False,0,0,,,,
朝阳,,0,4,1,,,2021-02-02,1名重伤二级、1名轻伤二级、2名轻微伤。,,诊治医生及3名阻拦者,,男,,认为眼睛治疗效果未达个人预期，对诊治医生怨恨。,,,,3名旁人阻止时被伤；作案后让人报警并在现场等候。,一审死刑缓期二年执行。,2021-02-02,,2021-02-02,被害医生姓名从事件标题及字段中省略。,,,"[""医患纠纷"", ""扩大伤害""]",法院认定,官方转载,True,True,官方事实直接支持；法院明确因诊疗不满攻击医生，随后砍伤3名阻拦者，原医患纠纷之外人员被主动攻击的过程明确；阻拦者参与现场制止不等同原纠纷当事人。,A032,2020-01-20,day,北京朝阳医院伤医及伤害劝阻者,北京,北京,医疗机构,持械,expanded,起始明确针对诊治医生，继而主动砍伤3名阻拦其行凶者；属于纠纷扩展而非核心随机选人。,"[""AS036""]","{""date"": [""AS036""], ""location"": [""AS036""], ""casualties"": [""AS036""], ""classification"": [""AS036""], ""motive"": [""AS036""], ""outcome"": [""AS036""]}",,,,,,,,,,,,,"[""其他已披露背景""]",,,2020,2020-01,2020-Q1,纠纷扩大,True,True,True,0,4,,,,
滦平,,2,7,,,,2020-05-20,,,道路行人,30,男,曾从事法语翻译,检方通报指厌世、自杀及报复社会念头；尚未取得终审认定。,,,,现场群众控制。,2020年5月14日获批逮捕；未检出裁判。,,,2020-05-20,动机来自检方批捕阶段通报，不作为法院最终认定。,,,"[""报复社会"", ""自杀倾向""]",检方指控,官方转载,True,True,官方事实直接支持；检方通报明确厌世、报复社会后沿省道连续撞击行人并持石继续攻击，直接支持公众目标；证据层级为检方指控，不能写成法院最终认定。,A033,2020-04-15,day,滦平沿省道驾车及持石袭击行人,河北,承德,街道交通,复合,core,检方明确报复社会而连续冲撞多名行人，并继续持石袭击，与具体私人对象无关。,"[""AS037""]","{""date"": [""AS037""], ""location"": [""AS037""], ""casualties"": [""AS037""], ""classification"": [""AS037""], ""motive"": [""AS037""], ""outcome"": [""AS037""]}",,,,,,,,,,检方批捕阶段通报,,,"[""求死／求入狱"", ""泄愤／转移报复""]",,,2020,2020-04,2020-Q2,核心,True,True,True,2,7,,,,
苍梧,,0,41,1,,,2020-12-30,采用法院最终41伤，取代初报39伤。,True,同事、副校长及无关学生,,男,学校保安,工作与请假等争执后行凶，扩大至学生群体。,,,,,二审维持死刑；未检出执行公告。,2020-12-30,,2020-12-30,,,,"[""工作纠纷"", ""扩大报复""]",法院认定,官方转载,True,True,官方事实直接支持；法院明确工作纠纷先袭击同事，再砍击无关学生等人员，纠纷扩大过程直接可见。,A034,2020-06-04,day,苍梧旺甫镇中心小学持刀伤人,广西,梧州,校园及周边,持械,expanded,先因工作纠纷袭击同事，随后攻击与该纠纷无关的学生等人员。,"[""AS038""]","{""date"": [""AS038""], ""location"": [""AS038""], ""casualties"": [""AS038""], ""classification"": [""AS038""], ""motive"": [""AS038""], ""outcome"": [""AS038""]}",,,,,,,,,,,,,"[""其他已披露背景"", ""经济／工作／财产纠纷""]",,,2020,2020-06,2020-Q2,纠纷扩大,True,True,True,0,41,,,,
仙游,,3,7,,,,2020-06-05,,,媒体称附近路人，官方未详述,35,男,,,,,,,案发当夜被抓获，未检出判决。,,,2020-06-05,,,,[],未知,单一媒体,False,False,媒体调查／研究推断,A035,2020-06-04,day,仙游枫亭镇和平村超市外持刀伤人,福建,莆田,街道交通,持械,pending,警方证实3死7伤；无差别行为主要来自一组红星新闻目击者采访，尚缺官方关系认定或第二独立调查。,"[""AS039""]","{""date"": [""AS039""], ""location"": [""AS039""], ""casualties"": [""AS039""], ""classification"": [""AS039""], ""motive"": [], ""outcome"": [""AS039""]}",,,,,,,,,,,,,[],,,2020,2020-06,2020-Q2,待核实,False,True,False,3,7,,,,
徐汇,,0,7,,,,2020-06-18,主动持刀/拳击阶段7伤；另3名交通碰撞伤者，其故意性未查明，不并入injured；全事件送医10人。,,同行女友及6名无关路人,39,男,,,家属称近期出现异常言行，仅为家属描述，未见司法鉴定。,,,,被警方控制，排除酒驾毒驾；未检出裁判。,,,2020-06-18,,,,[],未知,官方转载,True,False,官方确认主动伤害与受害者结构；核心/扩展边界待核，未凭未发现私人纠纷推定随机。,A036,2020-06-17,day,上海徐汇建国西路持刀伤害路人,上海,上海,街道交通,复合,pending,持刀/徒手主动伤害7人已有警方确认；女友与路人同时受害，但原始目标、起因及攻击顺序未明，尚不能区分核心不特定袭击与特定纠纷扩大。原有碰撞3伤故意性另待核。,"[""AS040""]","{""date"": [""AS040""], ""location"": [""AS040""], ""casualties"": [""AS040""], ""classification"": [""AS040""], ""motive"": [], ""outcome"": [""AS040""]}",,,,,,,3,,10,,,,[],,,2020,2020-06,2020-Q2,待核实,False,True,False,0,7,,,,
凤翔,,2,1,0,,,2021-05-10,2死包含第二阶段出租车司机；1伤为轻伤二级。,,无关路人及后续乘车纠纷中的司机,,男,,法院认为受网络小说影响欲模仿砍人情节；第二阶段与司机车费争执。,精神分裂症缓解期，完全刑事责任能力。,,,店主呵斥后逃离；7月8日被抓获。,一审死刑；报道仅写近日宣判，具体宣判日未列。,,,2021-05-10,不把法院描述提升为网络小说对暴力的普遍因果结论。,,,"[""模仿犯罪"", ""后续乘车纠纷""]",法院认定,官方转载,True,True,官方事实直接支持；法院案情明确先袭击无辜路人，后因乘车费用纠纷另杀司机；最初对无关路人的主动袭击已独立符合核心定义。,A037,2020-07-05,day,凤翔随机伤害路人及杀害出租车司机,陕西,宝鸡,街道交通,持械,core,先主动袭击两名无关路人，随后逃离途中另杀司机；核心随机阶段独立成立。,"[""AS041""]","{""date"": [""AS041""], ""location"": [""AS041""], ""casualties"": [""AS041""], ""classification"": [""AS041""], ""motive"": [""AS041""], ""outcome"": [""AS041""]}",,,,,,,,,,,,,"[""其他已披露背景""]",,,2020,2020-07,2020-Q3,核心,True,True,True,2,1,,,,
